5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,128,156,51,0,0,0,75,81,19,1,0,0,1,27,147,41,0,0,0,0,30,174,156,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,6,95,126,117,78,8,0,0,10,84,60,57,210,55,0,0,0,0,8,178,199,24,0,0,0,0,2,64,138,235,65,0,0,0,56,4,8,206,89,0,0,0,172,157,199,155,5,0,0,0,7,24,17,1,0,0
6,0,0,0,0,33,40,0,0,0,0,0,45,188,25,0,0,0,0,16,159,29,0,0,0,0,0,96,130,81,167,21,0,0,0,166,103,151,152,32,0,0,0,172,188,185,34,0,0,0,0,32,64,14,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,74,10,0,0,0,0,0,0,98,60,0,0,0,0,0,0,81,103,0,0,0,0,0,0,81,97,0,0,0,0,0,0,81,88,0,0,0,0,0,0,48,114,0,0,0,0,0,0,1,12,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,118,164,240,43,0,0,21,224,96,37,208,9,0,0,7,34,5,196,53,0,0,0,0,1,106,126,1,0,0,0,0,49,160,0,0,0,0,0,0,84,28,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,9,100,121,9,0,0,0,0,87,32,75,99,0,0,0,0,1,0,34,141,0,0,0,0,36,83,140,180,112,32,0,57,131,70,181,26,0,0,0,18,115,101,20,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,8,50,40,0,0,0,8,164,147,216,25,0,0,0,5,182,157,95,0,0,0,0,18,205,147,2,0,0,0,0,146,112,112,0,0,0,0,0,182,152,13,0,0,0,0,0,19,9,0,0,0,0
6,0,0,0,0,5,15,0,0,0,0,0,3,112,38,0,0,0,0,0,99,20,0,0,0,0,0,9,98,65,21,0,0,0,0,48,60,44,92,0,0,0,0,51,47,7,89,0,0,0,0,4,84,89,11,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,175,132,0,0,0,0,0,169,87,96,0,0,0,0,0,77,184,2,0,0,0,0,0,68,96,0,0,0,0,0,27,144,0,0,0,0,0,0,84,22,0,0,0,0
4,0,0,0,0,0,0,0,0,6,39,0,0,9,101,0,0,15,209,35,0,32,195,0,0,0,127,148,25,136,185,0,0,0,23,252,230,201,220,0,0,0,3,78,19,48,245,16,0,0,0,0,0,2,130,59,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,52,187,32,0,0,0,12,148,248,181,81,0,0,0,168,114,127,88,81,0,0,80,137,0,0,82,79,0,0,115,149,38,89,155,14,0,0,5,131,197,99,4,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,24,44,0,0,0,0,0,57,90,113,0,0,0,0,11,108,58,112,0,0,0,0,42,126,168,8,0,0,0,0,2,95,54,0,0,0,0,0,9,111,0,0,0,0,0,0,14,31,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,102,8,0,0,0,0,0,74,187,3,0,0,0,0,12,194,48,0,0,0,0,1,136,119,0,0,0,0,0,47,195,6,0,0,0,0,0,114,85,0,0,0,0,0,0,14,7,0,0,0,0
1,0,0,0,0,17,1,0,0,0,0,0,0,169,29,0,0,0,0,0,65,220,12,0,0,0,4,113,111,174,13,0,0,0,0,0,0,149,16,0,0,0,2,92,154,164,131,21,0,0,12,109,13,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,40,144,196,122,14,0,0,0,120,89,81,238,90,0,0,0,0,42,205,177,6,0,0,0,86,190,74,5,0,0,0,38,238,100,114,179,152,2,0,1,131,203,153,78,20,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,51,33,55,70,0,0,0,0,85,42,101,60,0,0,0,0,9,101,164,24,0,0,0,0,0,0,117,1,0,0,0,0,0,15,112,0,0,0,0,0,0,17,26,0,0,0
3,0,0,0,0,0,0,0,0,0,3,46,113,138,89,3,0,0,37,154,145,208,253,131,0,0,4,2,139,224,203,21,0,0,0,1,76,161,225,7,0,0,40,26,8,111,225,3,0,0,137,253,233,194,83,0,0,0,5,36,24,3,0,0,0
2,0,0,0,0,0,0,0,0,0,69,145,126,69,29,0,0,0,156,172,209,241,234,56,0,0,0,0,4,27,203,98,0,0,0,0,14,139,185,8,0,0,0,15,204,146,10,0,0,0,0,31,209,233,202,105,0,0,0,0,6,27,22,7,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,33,86,105,0,0,0,0,65,134,104,175,0,0,0,0,0,56,174,15,0,0,0,0,44,177,14,0,0,0,0,0,70,23,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,142,156,143,172,7,0,0,4,17,6,134,194,37,0,0,0,0,9,88,135,144,60,0,0,0,0,44,139,98,130,0,0,0,0,1,82,108,13,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,15,128,99,8,0,0,0,0,65,165,138,124,0,0,0,0,69,240,171,51,0,0,0,68,217,124,2,0,0,0,29,168,150,88,0,0,0,0,79,204,192,13,0,0,0,0,2,35,15,0,0,0,0
6,0,0,0,0,66,15,0,0,0,0,0,65,84,4,0,0,0,0,0,132,0,0,0,0,0,0,25,107,0,2,0,0,0,0,53,64,107,158,40,0,0,0,32,130,120,125,3,0,0,0,0,44,54,2,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,156,227,23,0,0,0,0,163,163,181,5,0,0,0,0,8,171,35,0,0,0,0,0,121,79,0,0,0,0,0,73,119,0,0,0,0,0,16,92,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,122,104,5,0,0,0,1,110,224,226,31,0,0,0,19,234,65,194,31,0,0,0,89,187,48,212,9,0,0,0,139,151,186,89,0,0,0,0,99,240,134,2,0,0,0,0,3,25,3,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,8,0,0,0,6,127,146,93,7,0,0,0,121,103,1,0,0,0,0,34,61,128,4,0,0,0,83,68,112,76,0,0,0,0,23,61,10,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,17,1,0,0,0,0,0,28,218,30,0,0,0,0,1,171,138,2,0,0,0,0,27,240,58,0,0,0,0,0,52,251,220,171,6,0,0,0,30,235,210,243,28,0,0,0,0,33,121,68,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,135,103,0,0,0,0,0,91,242,230,24,0,0,0,77,215,64,198,89,0,0,0,204,84,12,185,23,0,0,0,225,137,189,97,0,0,0,0,144,188,84,2,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,151,165,169,36,0,0,0,1,0,0,117,55,0,0,0,1,59,109,198,147,93,8,0,2,104,46,151,4,0,0,0,0,0,0,102,2,0,0,0,0,0,0,3,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,51,146,0,0,0,0,0,5,196,74,0,0,0,0,0,41,153,41,166,3,0,0,0,103,83,158,162,7,0,0,0,80,194,225,131,1,0,0,0,1,86,85,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,98,1,0,0,0,0,0,7,188,1,0,0,0,0,0,40,179,0,0,0,0,0,0,76,130,0,0,0,0,0,0,81,112,0,0,0,0,0,0,111,74,0,0,0,0,0,0,14,6,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,15,83,103,40,0,0,0,19,177,146,184,1,0,0,0,11,174,175,71,0,0,0,0,7,157,179,13,0,0,0,0,111,102,144,24,0,0,0,0,117,167,92,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,107,176,33,0,0,0,0,65,18,119,9,0,0,0,0,0,0,123,0,0,0,0,0,0,1,118,0,0,0,0,0,0,45,83,0,0,0,0,0,0,71,27,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,3,68,29,0,0,0,0,3,126,132,116,0,0,0,0,12,168,158,50,0,0,0,0,0,22,174,8,0,0,0,0,0,61,107,0,0,0,0,0,8,150,9,0,0,0,0,0,19,49,0,0,0,0
3,0,0,0,0,0,0,0,0,0,13,21,15,6,0,0,0,0,17,117,130,174,18,0,0,0,0,0,41,125,2,0,0,0,0,0,133,112,61,0,0,0,0,0,0,40,123,0,0,0,0,0,17,135,28,0,0,0,0,0,52,23,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,152,161,181,0,0,0,0,154,50,150,122,0,0,0,0,153,159,133,46,0,0,0,0,0,2,163,4,0,0,0,0,1,97,82,0,0,0,0,0,8,127,4,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,16,104,35,0,0,0,0,83,121,172,128,0,0,0,0,114,65,96,35,0,0,0,0,2,142,120,1,0,0,0,0,52,99,83,51,0,0,0,0,54,105,117,44,0,0,0,0,1,32,19,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,42,73,16,0,0,0,8,109,180,135,47,0,0,55,125,3,0,0,0,0,0,52,174,112,0,0,0,0,0,31,34,180,0,0,0,0,42,206,164,47,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,16,125,7,0,0,0,0,0,67,124,100,0,0,0,0,0,35,140,144,0,0,0,0,0,0,0,107,23,0,0,0,0,0,0,75,61,0,0,0,0,10,128,157,52,0,0,0,0,0,0,27,2,0,0
3,0,0,0,0,0,0,0,0,0,0,4,77,143,101,14,0,5,8,24,168,208,237,53,0,0,0,15,194,181,45,0,0,0,0,1,34,158,77,0,0,0,8,44,14,93,130,0,0,0,40,219,204,142,20,0,0,0,0,23,7,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,62,122,134,10,0,0,0,0,2,1,117,19,0,0,0,0,5,126,158,68,0,0,0,0,0,0,0,102,0,0,0,0,54,2,35,119,0,0,0,0,89,163,130,12,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,35,133,144,25,0,0,0,88,233,238,227,105,0,0,19,230,86,28,150,105,0,0,90,148,0,0,133,106,0,0,118,116,0,24,205,50,0,0,72,240,188,211,78,0,0,0,2,36,36,19,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,191,191,207,155,25,0,0,36,166,35,18,177,75,0,0,0,0,0,43,176,1,0,0,0,0,2,176,51,0,0,0,0,0,81,181,5,0,0,0,0,0,103,120,2,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,112,62,19,0,0,0,24,167,143,7,19,0,0,0,7,120,176,118,49,0,0,0,0,112,20,0,1,0,0,0,29,88,0,0,0,0,0,0,55,7,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,132,155,45,76,127,0,0,45,131,62,126,200,16,0,0,0,46,79,159,62,0,0,0,0,0,9,162,3,0,0,0,0,0,100,72,0,0,0,0,0,0,59,49,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,2,50,41,46,0,0,0,23,157,136,245,133,0,0,0,51,149,131,186,4,0,0,0,1,134,215,19,0,0,0,0,60,152,123,0,0,0,0,0,186,107,120,0,0,0,0,0,84,80,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,98,91,33,0,0,0,0,130,253,214,242,42,0,0,19,233,130,8,93,140,0,0,60,188,0,0,8,180,0,0,41,225,52,0,41,174,0,0,0,75,196,180,188,23,0,0,0,0,6,34,16,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,88,157,164,0,0,0,0,81,65,87,122,0,0,0,0,58,147,191,37,0,0,0,0,0,35,126,0,0,0,0,0,13,149,8,0,0,0,0,0,52,52,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,15,0,51,81,0,0,0,13,202,1,110,163,0,0,0,32,238,86,175,153,0,0,0,43,199,201,225,137,0,0,0,0,0,0,144,163,0,0,0,0,0,0,177,135,0,0,0,0,0,0,18,9,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,10,181,0,0,0,0,0,0,107,133,0,0,0,0,0,28,196,18,0,0,0,0,1,160,85,0,0,0,0,0,48,180,2,0,0,0,0,0,93,133,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,38,9,0,50,0,0,0,25,196,17,0,143,75,0,0,165,73,0,0,87,136,0,0,188,125,132,157,193,181,0,0,19,76,64,38,79,103,0,0,0,0,0,0,16,21,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,0,0,43,27,161,4,0,0,0,25,160,131,28,0,0,0,0,95,193,173,71,0,0,0,0,11,133,2,0,0,0,0,0,86,47,0,0,0,0,0,0,38,10,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,6,151,129,0,0,0,0,2,140,132,36,0,0,0,0,34,209,55,27,0,0,0,0,99,238,144,206,0,0,0,0,95,162,85,164,0,0,0,0,15,154,170,22,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,113,60,0,0,0,0,19,208,252,240,38,0,0,0,126,222,227,171,135,0,0,58,248,73,13,101,146,0,0,164,106,54,63,180,28,0,0,113,204,164,152,17,0,0,0,2,36,31,4,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,78,26,1,49,0,0,0,7,168,4,21,141,0,0,0,112,80,0,125,59,0,0,34,157,28,92,178,0,0,0,35,179,148,159,78,0,0,0,0,0,0,140,24,0,0,0,0,0,0,16,3,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,88,145,62,0,0,21,169,133,42,21,1,0,0,14,166,48,0,0,0,0,46,97,153,21,0,0,0,0,3,63,31,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,5,49,0,0,0,0,0,0,143,83,0,0,0,0,0,96,138,0,0,0,0,0,31,221,112,104,5,0,0,0,151,135,38,189,31,0,0,0,156,130,165,108,0,0,0,0,16,73,21,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,28,28,23,0,0,0,0,0,3,167,80,0,0,0,0,0,54,175,9,0,0,0,0,0,138,116,8,0,0,0,0,0,179,26,25,0,0,0,0,23,143,0,0,0,0,0,0,5,11,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,23,123,155,25,0,0,0,34,142,13,52,131,74,0,0,126,7,0,0,0,105,17,0,118,14,0,0,0,63,36,0,28,144,6,0,0,107,18,0,0,25,125,121,129,56,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,81,142,60,0,0,0,0,56,238,246,190,3,0,0,0,66,224,78,238,26,0,0,0,170,109,21,234,30,0,0,0,184,59,59,196,7,0,0,0,104,240,234,109,0,0,0,0,0,28,18,2,0,0
1,0,0,0,3,11,0,0,0,0,0,3,133,141,0,0,0,0,0,64,199,119,0,0,0,0,0,1,68,107,0,0,0,0,0,0,87,77,25,0,0,0,0,1,152,187,181,0,0,0,0,8,128,101,9,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,136,172,26,0,0,1,144,164,84,191,18,0,0,0,0,2,145,36,0,0,0,0,2,122,60,0,0,0,0,0,70,100,0,0,0,0,0,14,115,3,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,60,42,0,0,0,0,0,0,41,112,0,0,0,0,0,0,26,131,0,0,0,0,0,0,50,118,0,0,0,0,0,0,99,74,0,0,0,0,0,0,101,24,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,62,7,0,0,0,0,0,0,157,12,0,0,0,0,0,80,100,5,0,0,0,0,15,155,127,187,28,0,0,0,100,153,104,106,15,0,0,0,120,218,175,97,0,0,0,0,13,72,26,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,51,132,66,0,0,0,0,0,92,127,213,4,0,0,0,0,20,168,209,12,0,0,0,0,15,30,148,104,0,0,0,0,13,6,85,140,0,0,0,0,65,188,178,20,0,0,0,0,5,33,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,111,101,1,0,0,0,0,99,252,242,11,0,0,0,39,191,102,217,11,0,0,0,176,36,0,156,27,0,0,27,160,0,55,166,1,0,0,1,187,193,162,16,0,0,0,0,7,24,4,0,0,0
2,0,0,0,0,0,0,0,0,0,3,67,138,149,18,0,0,0,82,120,36,149,88,0,0,0,0,0,42,201,18,0,0,0,0,15,169,33,0,0,0,0,0,77,146,17,3,33,5,0,0,10,130,159,140,85,10,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,35,102,0,0,0,0,0,1,194,95,0,0,0,0,0,45,201,9,0,0,0,0,1,161,75,0,0,0,0,0,28,203,6,0,0,0,0,0,81,118,0,0,0,0,0,0,13,17,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,113,64,0,0,0,0,0,0,149,120,0,0,0,0,0,7,228,73,0,0,0,0,0,93,218,14,0,0,0,0,15,218,78,0,0,0,0,0,85,135,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,70,162,227,22,0,0,12,164,164,138,186,1,0,0,0,5,22,163,17,0,0,0,0,4,160,46,0,0,0,0,0,133,91,0,0,0,0,0,5,108,1,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,6,141,136,43,0,0,0,0,60,139,13,132,0,0,0,0,23,146,142,186,0,0,0,0,94,11,0,112,3,0,0,0,120,62,10,160,4,0,0,0,19,149,161,62,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,140,145,10,0,0,0,15,196,219,180,17,0,0,0,63,226,33,199,17,0,0,0,160,66,10,183,0,0,0,11,181,13,106,133,0,0,0,3,189,250,176,11,0,0,0,0,6,33,8,0,0,0
2,0,0,0,18,9,0,0,0,0,0,71,230,210,40,0,0,0,0,62,111,48,179,0,0,0,0,0,0,0,155,16,0,0,0,120,199,197,215,33,0,0,21,243,142,174,224,92,0,0,5,128,144,143,47,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,42,8,0,0,0,0,0,5,161,8,0,0,0,0,1,134,59,14,0,0,0,0,40,126,124,168,83,0,0,0,146,47,143,49,83,0,0,0,182,115,195,122,5,0,0,0,36,73,16,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,124,144,119,138,136,0,0,0,0,0,0,8,152,0,0,0,0,0,0,86,87,0,0,0,0,0,0,170,10,0,0,0,0,0,54,123,0,0,0,0,0,0,59,105,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,57,131,57,40,0,0,0,0,146,35,221,51,0,0,0,0,124,208,88,0,0,0,0,17,113,151,6,0,0,0,0,116,27,111,14,0,0,0,3,176,105,87,0,0,0,0,0,26,17,0,0,0,0
3,0,0,0,0,0,0,0,0,0,19,73,52,0,0,0,0,20,118,76,168,98,0,0,0,0,0,11,164,168,32,0,0,0,0,0,0,26,162,27,0,0,0,0,0,0,49,106,0,0,0,0,54,68,109,84,0,0,0,0,9,39,48,3,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,160,190,208,39,0,0,0,130,107,84,188,17,0,0,0,138,152,204,66,0,0,0,0,3,89,145,3,0,0,0,0,17,163,10,0,0,0,0,0,93,40,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,35,169,167,17,0,0,0,0,172,137,129,182,15,0,0,9,189,14,2,79,125,0,0,33,167,0,0,21,152,0,0,4,196,4,2,136,76,0,0,0,133,133,160,105,1,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,4,0,4,4,139,4,71,165,2,0,5,135,96,11,189,31,0,0,83,197,135,181,114,0,0,0,5,11,73,107,1,0,0,0,0,38,135,1,0,0,0,0,0,32,18,0,0,0,0
6,0,0,0,0,12,72,0,0,0,0,0,25,167,94,0,0,0,0,31,185,35,0,0,0,0,0,149,92,13,87,22,0,0,0,203,122,119,181,55,0,0,0,129,231,168,142,6,0,0,0,0,45,46,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,158,156,34,0,0,96,194,183,126,234,42,0,0,10,0,0,94,123,0,0,0,0,0,62,152,4,0,0,0,0,59,146,8,0,0,0,0,46,93,5,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,2,2,1,53,0,0,0,0,76,24,8,108,0,0,0,0,93,19,18,109,0,0,0,0,127,132,130,87,0,0,0,0,7,3,45,79,0,0,0,0,0,0,38,78,0,0,0,0,0,0,4,10,0,0
6,0,0,0,0,17,10,0,0,0,0,0,14,192,41,0,0,0,0,0,139,77,1,0,0,0,0,42,166,155,177,2,0,0,0,138,117,131,135,18,0,0,0,151,117,187,94,1,0,0,0,56,142,71,1,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,10,108,88,0,0,0,0,62,166,53,165,10,0,0,0,45,192,82,124,0,0,0,0,0,109,193,5,0,0,0,0,38,167,168,0,0,0,0,0,149,167,78,0,0,0,0,0,18,26,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,54,200,86,0,0,0,0,21,226,191,221,0,0,0,0,120,186,27,217,0,0,0,0,214,54,1,168,0,0,0,0,224,52,115,135,0,0,0,0,177,217,158,15,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,132,190,157,0,0,0,0,45,34,105,80,0,0,0,0,0,2,169,11,0,0,0,0,0,47,146,0,0,0,0,0,0,124,46,0,0,0,0,0,0,100,33,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,37,76,48,51,0,0,0,21,174,96,187,71,0,0,0,13,173,109,143,0,0,0,0,4,159,187,1,0,0,0,0,110,87,183,3,0,0,0,0,188,150,79,0,0,0,0,0,21,19,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,12,120,106,2,0,0,0,0,87,62,161,17,0,0,0,0,5,130,190,11,0,0,0,0,1,47,69,115,0,0,0,0,0,0,50,133,0,0,0,0,32,154,168,35,0,0,0,0,5,35,8,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,44,52,0,0,0,0,0,0,123,92,0,0,0,0,0,1,170,22,0,0,0,0,0,45,148,0,0,0,0,0,4,140,34,0,0,0,0,0,67,90,0,0,0,0,0,0,13,2,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,22,66,8,0,0,0,11,176,159,77,3,0,0,0,18,186,0,0,0,0,0,0,8,161,23,0,0,0,0,0,0,100,181,62,0,0,0,0,0,0,49,105,0,0,0,0,0,0,27,31,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,100,162,84,0,4,101,186,160,91,198,45,0,7,56,15,0,60,124,0,0,0,0,0,13,169,17,0,0,0,0,0,125,78,0,0,0,0,0,0,78,10,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,48,60,0,0,0,0,0,0,71,100,0,0,0,0,0,0,71,100,0,0,0,0,0,0,91,78,0,0,0,0,0,0,94,74,0,0,0,0,0,0,52,86,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,141,162,213,5,0,0,16,112,58,25,161,0,0,0,0,0,0,115,51,0,0,0,0,0,36,125,0,0,0,0,0,7,152,15,0,0,0,0,0,21,81,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,145,17,0,0,0,0,0,0,106,66,0,0,0,0,0,0,50,123,0,0,0,0,0,0,14,190,0,0,0,0,0,0,0,125,13,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,64,154,0,0,0,0,0,1,201,74,0,0,0,0,0,76,203,2,0,0,0,0,8,183,102,0,0,0,0,0,24,237,27,0,0,0,0,0,45,173,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,19,2,0,0,0,0,0,50,192,50,0,0,0,0,29,170,17,7,0,0,0,0,124,89,42,1,0,0,0,0,142,172,136,179,1,0,0,0,111,106,100,208,7,0,0,0,1,80,126,18,0,0,0,0,0,0,0,0,0,0
